"Team_ID","Date","Var.5","Opponent","School","School_url","Opponent_url","Pace","EFG","TOV","ORB","FTFGA","O_EFG","O_TOV","O_ORB","O_FTFGA"
"valparaiso","Sat, Jan 16, 2016","","Green Bay","Valparaiso","valparaiso","green-bay","79.7",".527","20.9","44.8",".464",".373","11.7","30.0",".239"
"valparaiso","Mon, Jan 18, 2016","@","Youngstown State","Valparaiso","valparaiso","youngstown-state","71.1",".542","10.1","57.6",".250",".466","12.1","12.5",".190"
"valparaiso","Fri, Jan 22, 2016","@","Wright State","Valparaiso","valparaiso","wright-state","69.5",".443","19.6","35.0",".131",".531","15.1","9.7",".429"
"valparaiso","Sun, Jan 24, 2016","@","Northern Kentucky","Valparaiso","valparaiso","northern-kentucky","64.3",".465","14.1","42.4",".316",".340","20.8","27.3",".240"
"valparaiso","Thu, Jan 28, 2016","","Cleveland State","Valparaiso","valparaiso","cleveland-state","66.8",".595","17.9","48.1",".138",".443","21.7","8.0",".295"
"valparaiso","Sat, Jan 30, 2016","","Youngstown State","Valparaiso","valparaiso","youngstown-state","75.0",".621","13.0","34.5",".323",".389","10.3","10.5",".481"
"valparaiso","Sat, Feb 6, 2016","@","Illinois-Chicago","Valparaiso","valparaiso","illinois-chicago","70.1",".485","12.1","48.3",".154",".345","13.2","33.3",".259"
"valparaiso","Thu, Feb 11, 2016","","Northern Kentucky","Valparaiso","valparaiso","northern-kentucky","64.3",".508","18.5","31.3",".050",".490","20.8","16.7",".082"
"valparaiso","Sat, Feb 13, 2016","","Wright State","Valparaiso","valparaiso","wright-state","63.6",".490","21.2","26.9",".250",".556","21.2","16.7",".244"
"valparaiso","Tue, Feb 16, 2016","@","Cleveland State","Valparaiso","valparaiso","cleveland-state","65.7",".508","20.0","40.0",".102",".347","23.7","27.3",".184"
"valparaiso","Fri, Feb 19, 2016","","Oakland","Valparaiso","valparaiso","oakland","77.0",".486","6.8","36.6",".257",".536","16.3","21.2",".429"
"valparaiso","Sun, Feb 21, 2016","","Detroit Mercy","Valparaiso","valparaiso","detroit-mercy","69.3",".569","13.3","46.9",".414",".615","18.9","17.2",".313"
"valparaiso","Fri, Feb 26, 2016","@","Milwaukee","Valparaiso","valparaiso","milwaukee","68.2",".533","21.7","36.7",".246",".452","10.9","20.0",".323"
"valparaiso","Sun, Feb 28, 2016","@","Green Bay","Valparaiso","valparaiso","green-bay","70.9",".517","16.5","32.3",".133",".382","9.1","38.1",".181"
"vanderbilt","Fri, Nov 13, 2015","","Austin Peay","Vanderbilt","vanderbilt","austin-peay","73.6",".500","10.3","36.6",".111",".227","15.2","27.3",".188"
"vanderbilt","Mon, Nov 16, 2015","","Gardner-Webb","Vanderbilt","vanderbilt","gardner-webb","71.4",".682","12.6","30.8",".418",".490","23.7","20.0",".260"
"vanderbilt","Thu, Nov 19, 2015","","Stony Brook","Vanderbilt","vanderbilt","stony-brook","68.3",".485","7.4","11.1",".246",".485","15.4","26.5",".121"
"vanderbilt","Wed, Dec 2, 2015","","Detroit Mercy","Vanderbilt","vanderbilt","detroit-mercy","78.5",".672","13.9","30.0",".328",".307","14.7","20.0",".129"
"vanderbilt","Sun, Dec 6, 2015","@","Baylor (25)","Vanderbilt","vanderbilt","baylor","63.8",".574","23.8","30.8",".277",".438","8.7","46.2",".185"
"vanderbilt","Wed, Dec 9, 2015","","Dayton","Vanderbilt","vanderbilt","dayton","69.2",".471","17.3","20.0",".373",".492","13.6","35.1",".217"
"vanderbilt","Sat, Dec 19, 2015","","Wofford","Vanderbilt","vanderbilt","wofford","67.1",".600","15.1","20.0",".400",".410","8.5","12.8",".098"
"vanderbilt","Tue, Dec 22, 2015","@","Purdue (14)","Vanderbilt","vanderbilt","purdue","71.0",".389","14.0","21.6",".095",".379","13.3","37.1",".414"
"vanderbilt","Wed, Dec 30, 2015","","Western Michigan","Vanderbilt","vanderbilt","western-michigan","69.2",".616","10.8","21.4",".304",".389","17.8","30.3",".352"
"vanderbilt","Sat, Jan 2, 2016","","Louisiana State","Vanderbilt","vanderbilt","louisiana-state","78.8",".556","20.7","6.7",".407",".524","12.7","31.4",".403"
"vanderbilt","Tue, Jan 5, 2016","@","Arkansas","Vanderbilt","vanderbilt","arkansas","77.3",".596","27.4","18.5",".442",".451","8.5","20.5",".366"
"vanderbilt","Sat, Jan 9, 2016","@","South Carolina (22)","Vanderbilt","vanderbilt","south-carolina","75.8",".369","13.0","23.8",".328",".447","15.7","25.0",".316"
"vanderbilt","Tue, Jan 12, 2016","","Auburn","Vanderbilt","vanderbilt","auburn","69.2",".628","21.6","32.1",".340",".358","11.7","28.0",".134"
"vanderbilt","Sat, Jan 16, 2016","","Alabama","Vanderbilt","vanderbilt","alabama","65.8",".500","8.5","14.3",".449",".538","16.5","28.1",".135"
"vanderbilt","Wed, Jan 20, 2016","@","Tennessee","Vanderbilt","vanderbilt","tennessee","80.2",".518","12.9","30.3",".509",".355","6.5","20.8",".263"
"vanderbilt","Sat, Jan 23, 2016","@","Kentucky (23)","Vanderbilt","vanderbilt","kentucky","63.4",".370","15.3","25.7",".400",".600","8.7","21.4",".067"
"vanderbilt","Tue, Jan 26, 2016","","Florida","Vanderbilt","vanderbilt","florida","70.7",".443","23.5","31.3",".477",".379","13.9","31.0",".086"
"vanderbilt","Sat, Jan 30, 2016","@","Texas","Vanderbilt","vanderbilt","texas","62.6",".500","18.5","25.9",".094",".448","8.0","45.5",".345"
"vanderbilt","Thu, Feb 4, 2016","","Texas A&M (8)","Vanderbilt","vanderbilt","texas-am","65.0",".619","16.3","30.8",".068",".430","8.5","22.6",".193"
"vanderbilt","Sat, Feb 6, 2016","@","Mississippi","Vanderbilt","vanderbilt","mississippi","81.4",".535","21.6","26.5",".298",".433","10.7","30.0",".403"
"vanderbilt","Wed, Feb 10, 2016","","Missouri","Vanderbilt","vanderbilt","missouri","76.6",".538","12.5","31.6",".246",".396","6.8","29.5",".194"
"vanderbilt","Sat, Feb 13, 2016","@","Auburn","Vanderbilt","vanderbilt","auburn","74.9",".555","7.2","24.3",".068",".355","12.7","11.9",".210"
"vanderbilt","Tue, Feb 16, 2016","@","Mississippi State","Vanderbilt","vanderbilt","mississippi-state","67.8",".525","9.3","24.3",".164",".543","9.6","15.6",".207"
"vanderbilt","Sat, Feb 20, 2016","","Georgia","Vanderbilt","vanderbilt","georgia","67.1",".518","5.6","25.8",".418",".444","8.9","25.6",".175"
"vanderbilt","Tue, Feb 23, 2016","@","Florida","Vanderbilt","vanderbilt","florida","69.1",".673","16.1","25.9",".327",".442","8.9","27.0",".350"
"vanderbilt","Sat, Feb 27, 2016","","Kentucky (16)","Vanderbilt","vanderbilt","kentucky","64.4",".468","4.0","27.3",".258",".473","7.1","26.5",".182"
"vanderbilt","Tue, Mar 1, 2016","","Tennessee","Vanderbilt","vanderbilt","tennessee","70.9",".539","8.7","30.0",".266",".516","15.7","22.6",".098"
"vanderbilt","Sat, Mar 5, 2016","@","Texas A&M (20)","Vanderbilt","vanderbilt","texas-am","64.6",".528","20.6","33.3",".208",".484","8.8","41.7",".258"
"vermont","Fri, Nov 13, 2015","@","Eastern Michigan","Vermont","vermont","eastern-michigan","70.2",".385","26.0","31.4",".192",".448","11.7","24.2",".310"
"vermont","Sun, Nov 15, 2015","@","Purdue (23)","Vermont","vermont","purdue","76.6",".527","19.4","19.4",".357",".692","6.1","23.3",".262"
"vermont","Wed, Nov 18, 2015","","Quinnipiac","Vermont","vermont","quinnipiac","73.8",".625","22.2","19.0",".479",".463","17.1","31.8",".103"
"vermont","Wed, Nov 25, 2015","@","Florida","Vermont","vermont","florida","72.5",".444","21.8","18.8",".259",".493","9.2","40.0",".299"
"vermont","Sun, Nov 29, 2015","","Marist","Vermont","vermont","marist","66.4",".627","15.8","53.3",".111",".481","15.8","12.5",".148"
"vermont","Wed, Dec 2, 2015","@","Dartmouth","Vermont","vermont","dartmouth","65.2",".521","17.8","29.0",".404",".464","19.3","38.2",".196"
"vermont","Sat, Dec 5, 2015","@","Yale","Vermont","vermont","yale","69.2",".347","11.7","23.1",".220",".600","24.1","38.5",".240"
"vermont","Tue, Dec 8, 2015","@","St. Bonaventure","Vermont","vermont","st-bonaventure","69.9",".539","19.4","24.2",".255",".616","13.4","21.4",".196"
"vermont","Wed, Dec 16, 2015","","UC-Santa Barbara","Vermont","vermont","california-santa-barbara","67.6",".521","12.5","18.5",".553",".500","15.5","30.6",".193"
"vermont","Sat, Dec 19, 2015","","Fisher College","Vermont","vermont","fisher-college","70.6",NA,NA,NA,NA,".592","15.5","38.2",".108"
"vermont","Tue, Dec 22, 2015","@","Northeastern","Vermont","vermont","northeastern","68.6",".509","15.1","16.7",".143",".598","18.6","22.6",".314"
"vermont","Tue, Dec 29, 2015","","Siena","Vermont","vermont","siena","68.8",".500","13.8","11.5",".490",".386","11.6","45.5",".197"
"vermont","Sun, Jan 3, 2016","@","Harvard","Vermont","vermont","harvard","68.3",".458","12.1","20.0",".186",".533","23.8","16.7",".283"
"vermont","Wed, Jan 6, 2016","@","Maine","Vermont","vermont","maine","80.4",".530","14.4","23.3",".303",".563","21.7","23.3",".161"
"vermont","Sat, Jan 9, 2016","","Albany (NY)","Vermont","vermont","albany-ny","64.8",".455","16.7","22.2",".127",".430","10.5","33.3",".351"
"vermont","Sat, Jan 16, 2016","@","Hartford","Vermont","vermont","hartford","66.8",".650","16.1","36.0",".360",".463","7.1","12.5",".333"
"vermont","Mon, Jan 18, 2016","","Massachusetts-Lowell","Vermont","vermont","massachusetts-lowell","70.6",".525","12.5","26.7",".295",".579","7.8","33.3",".474"
"vermont","Thu, Jan 21, 2016","@","Binghamton","Vermont","vermont","binghamton","61.6",".540","16.1","25.0",".140",".512","26.3","12.5",".244"
"vermont","Sun, Jan 24, 2016","","Maryland-Baltimore County","Vermont","vermont","maryland-baltimore-county","69.0",".670","18.9","19.2",".151",".612","17.0","11.5",".245"
"vermont","Wed, Jan 27, 2016","@","New Hampshire","Vermont","vermont","new-hampshire","68.7",".472","15.9","16.1",".278",".263","11.3","31.8",".322"
"vermont","Sat, Jan 30, 2016","","Stony Brook","Vermont","vermont","stony-brook","67.8",".443","9.6","16.7",".115",".518","13.2","24.2",".250"
"vermont","Wed, Feb 3, 2016","","Maine","Vermont","vermont","maine","76.4",".607","22.5","50.0",".180",".509","23.2","18.2",".155"
"vermont","Sat, Feb 6, 2016","@","Albany (NY)","Vermont","vermont","albany-ny","67.1",".575","15.5","10.3",".189",".481","8.1","30.3",".481"
"vermont","Mon, Feb 8, 2016","@","Massachusetts-Lowell","Vermont","vermont","massachusetts-lowell","76.2",".705","22.6","45.5",".250",".633","12.0","25.0",".297"
"vermont","Sun, Feb 14, 2016","","Hartford","Vermont","vermont","hartford","74.1",".629","18.5","46.7",".328",".554","15.4","12.9",".339"
"vermont","Wed, Feb 17, 2016","","Binghamton","Vermont","vermont","binghamton","66.0",".559","13.2","26.7",".203",".602","23.4","21.7",".102"
"vermont","Sat, Feb 20, 2016","@","Maryland-Baltimore County","Vermont","vermont","maryland-baltimore-county","67.0",".773","10.1","27.8",".255",".316","9.3","19.4",".316"
"vermont","Wed, Feb 24, 2016","","New Hampshire","Vermont","vermont","new-hampshire","67.8",".481","11.0","19.2",".415",".403","7.6","30.0",".194"
"vermont","Sat, Feb 27, 2016","@","Stony Brook","Vermont","vermont","stony-brook","68.3",".564","17.1","26.7",".255",".491","14.6","22.9",".125"
"vermont","Wed, Mar 2, 2016","","Maine","Vermont","vermont","maine","81.5",".759","22.6","15.8",".190",".492","17.5","28.2",".258"
"vermont","Mon, Mar 7, 2016","","New Hampshire","Vermont","vermont","new-hampshire","65.3",".510","12.0","16.7",".265",".411","11.9","21.1",".081"
"villanova","Fri, Nov 13, 2015","","Fairleigh Dickinson","Villanova","villanova","fairleigh-dickinson","77.7",".536","13.0","36.8",".246",".325","14.5","16.3",".206"
"villanova","Tue, Nov 17, 2015","","Nebraska","Villanova","villanova","nebraska","74.8",".563","10.0","30.0",".254",".434","24.8","34.4",".164"
"villanova","Fri, Nov 20, 2015","","East Tennessee State","Villanova","villanova","east-tennessee-state","66.4",".619","17.0","53.6",".127",".356","16.7","31.7",".153"
"villanova","Sun, Nov 22, 2015","","Akron","Villanova","villanova","akron","68.2",".470","7.5","35.1",".179",".449","19.1","26.3",".051"
"villanova","Tue, Dec 1, 2015","@","Saint Joseph's","Villanova","villanova","saint-josephs","68.4",".589","10.4","28.0",".210",".500","9.1","31.4",".125"
"villanova","Sun, Dec 13, 2015","","La Salle","Villanova","villanova","la-salle","60.8",".676","18.2","33.3",".137",".394","16.0","24.2",".115"
"villanova","Sat, Dec 19, 2015","@","Virginia (8)","Villanova","villanova","virginia","61.7",".585","14.2","35.7",".245",".652","16.9","52.6",".565"
"villanova","Tue, Dec 22, 2015","","Delaware","Villanova","villanova","delaware","60.2",".598","16.4","53.6",".196",".446","27.0","32.1",".152"
"villanova","Mon, Dec 28, 2015","","Pennsylvania","Villanova","villanova","pennsylvania","73.5",".500","12.7","22.2",".510",".425","15.2","15.9",".100"
"villanova","Thu, Dec 31, 2015","","Xavier (6)","Villanova","villanova","xavier","68.8",".746","12.7","22.2",".175",".451","23.3","37.5",".353"
"villanova","Sat, Jan 2, 2016","@","Creighton","Villanova","villanova","creighton","71.1",".740","19.7","0.0",".220",".500","12.4","9.4",".291"
"villanova","Wed, Jan 6, 2016","","Seton Hall","Villanova","villanova","seton-hall","70.5",".397","15.3","41.0",".448",".407","14.6","30.8",".254"
"villanova","Sun, Jan 10, 2016","@","Butler (18)","Villanova","villanova","butler","64.9",".453","18.1","20.7",".226",".387","11.6","17.1",".264"
"villanova","Wed, Jan 13, 2016","","Marquette","Villanova","villanova","marquette","69.7",".518","12.6","29.0",".446",".519","17.7","21.4",".245"
"villanova","Sat, Jan 16, 2016","@","Georgetown","Villanova","villanova","georgetown","60.8",".415","15.0","30.0",".340",".394","17.4","19.4",".173"
"villanova","Wed, Jan 20, 2016","@","Seton Hall","Villanova","villanova","seton-hall","64.9",".563","15.6","22.2",".375",".474","8.2","27.3",".276"
"villanova","Sun, Jan 24, 2016","","Providence (16)","Villanova","villanova","providence","68.3",".508","18.6","35.7",".210",".523","17.9","40.6",".215"
"villanova","Sun, Jan 31, 2016","@","St. John's (NY)","Villanova","villanova","st-johns-ny","78.3",".422","22.5","31.4",".328",".397","24.9","17.5",".121"
"villanova","Wed, Feb 3, 2016","","Creighton","Villanova","villanova","creighton","64.1",".630","15.2","34.6",".278",".473","14.1","20.6",".109"
"villanova","Sat, Feb 6, 2016","@","Providence (11)","Villanova","villanova","providence","73.4",".492","19.3","34.4",".177",".412","16.7","11.4",".228"
"villanova","Tue, Feb 9, 2016","@","DePaul","Villanova","villanova","depaul","68.5",".560","11.5","31.3",".362",".480","24.2","23.3",".245"
"villanova","Sat, Feb 13, 2016","","St. John's (NY)","Villanova","villanova","st-johns-ny","67.1",".481","16.9","44.4",".442",".537","23.7","25.0",".093"
"villanova","Wed, Feb 17, 2016","@","Temple","Villanova","villanova","temple","70.6",".567","11.7","20.7",".250",".475","11.8","21.2",".148"
"villanova","Sat, Feb 20, 2016","","Butler","Villanova","villanova","butler","67.7",".537","11.2","15.4",".352",".435","7.7","26.8",".210"
"villanova","Wed, Feb 24, 2016","@","Xavier (5)","Villanova","villanova","xavier","74.9",".537","12.1","25.0",".164",".558","11.8","29.4",".383"
"villanova","Sat, Feb 27, 2016","@","Marquette","Villanova","villanova","marquette","77.4",".644","20.3","10.0",".423",".587","21.3","13.8",".346"
"villanova","Tue, Mar 1, 2016","","DePaul","Villanova","villanova","depaul","62.4",".621","7.1","26.7",".190",".561","22.5","32.3",".143"
"villanova","Sat, Mar 5, 2016","","Georgetown","Villanova","villanova","georgetown","75.3",".555","11.5","11.8",".418",".448","15.8","23.5",".328"
"virginia-commonwealth","Fri, Nov 13, 2015","","Prairie View","Virginia Commonwealth","virginia-commonwealth","prairie-view","73.8",".477","18.7","43.6",".182",".339","25.5","34.1",".214"
"virginia-commonwealth","Mon, Nov 16, 2015","","Radford","Virginia Commonwealth","virginia-commonwealth","radford","75.2",".579","13.8","35.3",".302",".548","23.8","23.1",".327"
"virginia-commonwealth","Wed, Nov 25, 2015","","American","Virginia Commonwealth","virginia-commonwealth","american","65.0",".443","9.8","40.0",".295",".486","32.3","8.0",".216"
"virginia-commonwealth","Sat, Nov 28, 2015","","Old Dominion","Virginia Commonwealth","virginia-commonwealth","old-dominion","62.7",".583","14.2","26.7",".417",".527","12.4","29.7",".143"
"virginia-commonwealth","Wed, Dec 2, 2015","@","Middle Tennessee","Virginia Commonwealth","virginia-commonwealth","middle-tennessee","75.3",".381","14.2","21.1",".222",".393","20.0","18.4",".214"
"virginia-commonwealth","Tue, Dec 15, 2015","@","Georgia Tech","Virginia Commonwealth","virginia-commonwealth","georgia-tech","73.0",".366","13.6","33.3",".169",".473","17.2","40.7",".429"
"virginia-commonwealth","Sat, Dec 19, 2015","","Cincinnati (23)","Virginia Commonwealth","virginia-commonwealth","cincinnati","63.3",".398","10.3","37.2",".271",".415","16.1","40.0",".638"
"virginia-commonwealth","Tue, Dec 22, 2015","","Buffalo","Virginia Commonwealth","virginia-commonwealth","buffalo","82.5",".558","19.7","36.4",".188",".600","36.0","25.0",".333"
"virginia-commonwealth","Sun, Dec 27, 2015","","Liberty","Virginia Commonwealth","virginia-commonwealth","liberty","65.2",".617","14.2","41.4",".183",".552","20.9","11.1",".083"
"virginia-commonwealth","Wed, Dec 30, 2015","","North Florida","Virginia Commonwealth","virginia-commonwealth","north-florida","71.6",".507","8.6","25.0",".162",".582","23.1","17.4",".224"
"virginia-commonwealth","Sat, Jan 2, 2016","","George Mason","Virginia Commonwealth","virginia-commonwealth","george-mason","69.3",".439","7.3","39.5",".197",".358","27.1","31.4",".170"
"virginia-commonwealth","Tue, Jan 5, 2016","@","Saint Joseph's","Virginia Commonwealth","virginia-commonwealth","saint-josephs","79.9",".507","9.0","26.3",".151",".516","14.6","24.3",".270"
"virginia-commonwealth","Sun, Jan 10, 2016","@","Saint Louis","Virginia Commonwealth","virginia-commonwealth","saint-louis","68.5",".587","22.6","24.0",".391",".429","30.2","19.0",".743"
"virginia-commonwealth","Wed, Jan 13, 2016","","Fordham","Virginia Commonwealth","virginia-commonwealth","fordham","64.3",".704","13.9","34.8",".222",".441","22.8","36.7",".176"
"virginia-commonwealth","Sat, Jan 16, 2016","@","Richmond","Virginia Commonwealth","virginia-commonwealth","richmond","76.3",".522","14.7","27.0",".319",".537","12.2","15.4",".235"
"virginia-commonwealth","Wed, Jan 20, 2016","","Duquesne","Virginia Commonwealth","virginia-commonwealth","duquesne","73.1",".607","17.6","48.1",".311",".485","20.5","41.7",".106"
"virginia-commonwealth","Sun, Jan 24, 2016","","St. Bonaventure","Virginia Commonwealth","virginia-commonwealth","st-bonaventure","74.4",".493","9.1","35.9",".269",".463","13.7","35.7",".209"
"virginia-commonwealth","Fri, Jan 29, 2016","@","Davidson","Virginia Commonwealth","virginia-commonwealth","davidson","76.4",".540","19.5","33.3",".194",".509","20.2","11.4",".172"
"virginia-commonwealth","Wed, Feb 3, 2016","@","La Salle","Virginia Commonwealth","virginia-commonwealth","la-salle","67.7",".615","9.0","35.5",".213",".550","21.5","29.2",".300"
