Team_ID,Date,Var.5,Opponent,School,School_url,Var.8,Opponent_url
siena,"Sat, Nov 21, 2015",@,Bryant,Siena,siena,W,bryant
siena,"Tue, Nov 24, 2015",@,Bucknell,Siena,siena,W,bucknell
siena,"Sat, Nov 28, 2015",,Loyola (MD),Siena,siena,W,loyola-md
siena,"Tue, Dec 1, 2015",@,Cornell,Siena,siena,L,cornell
siena,"Fri, Dec 4, 2015",,Manhattan,Siena,siena,W,manhattan
siena,"Sun, Dec 6, 2015",@,Saint Peter's,Siena,siena,L,saint-peters
siena,"Wed, Dec 9, 2015",,Hofstra,Siena,siena,W,hofstra
siena,"Sat, Dec 12, 2015",,Albany (NY),Siena,siena,W,albany-ny
siena,"Tue, Dec 22, 2015",,St. Bonaventure,Siena,siena,W,st-bonaventure
siena,"Tue, Dec 29, 2015",@,Vermont,Siena,siena,L,vermont
siena,"Sat, Jan 2, 2016",,Niagara,Siena,siena,W,niagara
siena,"Mon, Jan 4, 2016",@,Manhattan,Siena,siena,L,manhattan
siena,"Thu, Jan 7, 2016",,Fairfield,Siena,siena,W,fairfield
siena,"Fri, Jan 15, 2016",@,Quinnipiac,Siena,siena,W,quinnipiac
siena,"Mon, Jan 18, 2016",@,Monmouth,Siena,siena,L,monmouth
siena,"Thu, Jan 21, 2016",,Rider,Siena,siena,W,rider
siena,"Sun, Jan 24, 2016",@,Canisius,Siena,siena,W,canisius
siena,"Tue, Jan 26, 2016",@,Niagara,Siena,siena,W,niagara
siena,"Sat, Jan 30, 2016",,Marist,Siena,siena,W,marist
siena,"Mon, Feb 1, 2016",,Monmouth,Siena,siena,L,monmouth
siena,"Fri, Feb 5, 2016",,Saint Peter's,Siena,siena,W,saint-peters
siena,"Sun, Feb 7, 2016",@,Marist,Siena,siena,L,marist
siena,"Thu, Feb 11, 2016",,Canisius,Siena,siena,W,canisius
siena,"Sat, Feb 13, 2016",@,Iona,Siena,siena,W,iona
siena,"Fri, Feb 19, 2016",@,Rider,Siena,siena,W,rider
siena,"Mon, Feb 22, 2016",,Iona,Siena,siena,L,iona
siena,"Wed, Feb 24, 2016",@,Fairfield,Siena,siena,L,fairfield
siena,"Sun, Feb 28, 2016",,Quinnipiac,Siena,siena,W,quinnipiac
south-alabama,"Fri, Nov 13, 2015",,Auburn Montgomery,South Alabama,south-alabama,W,auburn-montgomery
south-alabama,"Sun, Nov 15, 2015",@,North Carolina State,South Alabama,south-alabama,L,north-carolina-state
south-alabama,"Thu, Nov 19, 2015",@,Louisiana State (23),South Alabama,south-alabama,L,louisiana-state
south-alabama,"Sat, Nov 28, 2015",@,Denver,South Alabama,south-alabama,L,denver
south-alabama,"Mon, Nov 30, 2015",,Spring Hill,South Alabama,south-alabama,W,spring-hill
south-alabama,"Sat, Dec 5, 2015",@,Middle Tennessee,South Alabama,south-alabama,L,middle-tennessee
south-alabama,"Mon, Dec 14, 2015",,Southern Mississippi,South Alabama,south-alabama,L,southern-mississippi
south-alabama,"Fri, Dec 18, 2015",@,Samford,South Alabama,south-alabama,W,samford
south-alabama,"Tue, Dec 22, 2015",,Rice,South Alabama,south-alabama,W,rice
south-alabama,"Wed, Dec 30, 2015",,Arkansas-Little Rock,South Alabama,south-alabama,L,arkansas-little-rock
south-alabama,"Sat, Jan 2, 2016",,Arkansas State,South Alabama,south-alabama,L,arkansas-state
south-alabama,"Thu, Jan 7, 2016",@,Georgia Southern,South Alabama,south-alabama,W,georgia-southern
south-alabama,"Sat, Jan 9, 2016",@,Georgia State,South Alabama,south-alabama,L,georgia-state
south-alabama,"Thu, Jan 14, 2016",,Texas State,South Alabama,south-alabama,L,texas-state
south-alabama,"Sat, Jan 16, 2016",,Texas-Arlington,South Alabama,south-alabama,W,texas-arlington
south-alabama,"Thu, Jan 21, 2016",@,Louisiana-Lafayette,South Alabama,south-alabama,L,louisiana-lafayette
south-alabama,"Sat, Jan 23, 2016",@,Louisiana-Monroe,South Alabama,south-alabama,L,louisiana-monroe
south-alabama,"Tue, Jan 26, 2016",@,Troy,South Alabama,south-alabama,W,troy
south-alabama,"Sat, Jan 30, 2016",,Appalachian State,South Alabama,south-alabama,W,appalachian-state
south-alabama,"Thu, Feb 4, 2016",@,Arkansas State,South Alabama,south-alabama,L,arkansas-state
south-alabama,"Sat, Feb 6, 2016",@,Arkansas-Little Rock,South Alabama,south-alabama,L,arkansas-little-rock
south-alabama,"Thu, Feb 11, 2016",,Georgia State,South Alabama,south-alabama,W,georgia-state
south-alabama,"Sat, Feb 13, 2016",,Georgia Southern,South Alabama,south-alabama,W,georgia-southern
south-alabama,"Tue, Feb 16, 2016",,Troy,South Alabama,south-alabama,L,troy
south-alabama,"Thu, Feb 18, 2016",@,Appalachian State,South Alabama,south-alabama,W,appalachian-state
south-alabama,"Thu, Feb 25, 2016",,Louisiana-Monroe,South Alabama,south-alabama,L,louisiana-monroe
south-alabama,"Sat, Feb 27, 2016",,Louisiana-Lafayette,South Alabama,south-alabama,W,louisiana-lafayette
south-alabama,"Thu, Mar 3, 2016",@,Texas-Arlington,South Alabama,south-alabama,L,texas-arlington
south-alabama,"Sat, Mar 5, 2016",@,Texas State,South Alabama,south-alabama,L,texas-state
south-carolina-state,"Fri, Nov 13, 2015",@,College of Charleston,South Carolina State,south-carolina-state,L,college-of-charleston
south-carolina-state,"Mon, Nov 16, 2015",,Voorhees,South Carolina State,south-carolina-state,W,voorhees
south-carolina-state,"Sat, Nov 21, 2015",@,Eastern Kentucky,South Carolina State,south-carolina-state,L,eastern-kentucky
south-carolina-state,"Wed, Nov 25, 2015",,Allen,South Carolina State,south-carolina-state,W,allen
south-carolina-state,"Sun, Nov 29, 2015",@,Kansas State,South Carolina State,south-carolina-state,L,kansas-state
south-carolina-state,"Sat, Dec 5, 2015",@,Florida A&M,South Carolina State,south-carolina-state,W,florida-am
south-carolina-state,"Mon, Dec 7, 2015",@,Bethune-Cookman,South Carolina State,south-carolina-state,L,bethune-cookman
south-carolina-state,"Sat, Dec 12, 2015",,Jacksonville,South Carolina State,south-carolina-state,W,jacksonville
south-carolina-state,"Wed, Dec 16, 2015",@,Duquesne,South Carolina State,south-carolina-state,L,duquesne
south-carolina-state,"Sat, Dec 19, 2015",@,St. Bonaventure,South Carolina State,south-carolina-state,L,st-bonaventure
south-carolina-state,"Tue, Dec 22, 2015",@,East Carolina,South Carolina State,south-carolina-state,L,east-carolina
south-carolina-state,"Sun, Dec 27, 2015",@,Ohio State,South Carolina State,south-carolina-state,L,ohio-state
south-carolina-state,"Wed, Dec 30, 2015",@,Akron,South Carolina State,south-carolina-state,L,akron
south-carolina-state,"Sat, Jan 2, 2016",@,Miami (OH),South Carolina State,south-carolina-state,W,miami-oh
south-carolina-state,"Sat, Jan 9, 2016",,North Carolina Central,South Carolina State,south-carolina-state,W,north-carolina-central
south-carolina-state,"Mon, Jan 11, 2016",,North Carolina A&T,South Carolina State,south-carolina-state,W,north-carolina-at
south-carolina-state,"Sat, Jan 16, 2016",,Delaware State,South Carolina State,south-carolina-state,W,delaware-state
south-carolina-state,"Mon, Jan 18, 2016",,Maryland-Eastern Shore,South Carolina State,south-carolina-state,W,maryland-eastern-shore
south-carolina-state,"Sat, Jan 23, 2016",@,Norfolk State,South Carolina State,south-carolina-state,L,norfolk-state
south-carolina-state,"Mon, Jan 25, 2016",@,Hampton,South Carolina State,south-carolina-state,W,hampton
south-carolina-state,"Sat, Jan 30, 2016",@,Delaware State,South Carolina State,south-carolina-state,W,delaware-state
south-carolina-state,"Sat, Feb 6, 2016",,Coppin State,South Carolina State,south-carolina-state,W,coppin-state
south-carolina-state,"Mon, Feb 8, 2016",,Morgan State,South Carolina State,south-carolina-state,W,morgan-state
south-carolina-state,"Sat, Feb 13, 2016",,Savannah State,South Carolina State,south-carolina-state,L,savannah-state
south-carolina-state,"Sat, Feb 20, 2016",@,Maryland-Eastern Shore,South Carolina State,south-carolina-state,W,maryland-eastern-shore
south-carolina-state,"Mon, Feb 22, 2016",@,Howard,South Carolina State,south-carolina-state,W,howard
south-carolina-state,"Sat, Feb 27, 2016",@,Savannah State,South Carolina State,south-carolina-state,L,savannah-state
south-carolina-state,"Thu, Mar 3, 2016",,Bethune-Cookman,South Carolina State,south-carolina-state,W,bethune-cookman
south-carolina-upstate,"Fri, Nov 13, 2015",@,Texas A&M,South Carolina Upstate,south-carolina-upstate,L,texas-am
south-carolina-upstate,"Mon, Nov 16, 2015",@,Presbyterian,South Carolina Upstate,south-carolina-upstate,L,presbyterian
south-carolina-upstate,"Thu, Nov 19, 2015",,Navy,South Carolina Upstate,south-carolina-upstate,L,navy
south-carolina-upstate,"Sat, Nov 21, 2015",,Bob Jones University,South Carolina Upstate,south-carolina-upstate,L,bob-jones-university
south-carolina-upstate,"Tue, Nov 24, 2015",,Winthrop,South Carolina Upstate,south-carolina-upstate,L,winthrop
south-carolina-upstate,"Fri, Nov 27, 2015",,Georgia Southern,South Carolina Upstate,south-carolina-upstate,L,georgia-southern
south-carolina-upstate,"Sat, Nov 28, 2015",,Citadel,South Carolina Upstate,south-carolina-upstate,L,citadel
south-carolina-upstate,"Mon, Nov 30, 2015",,Toccoa Falls,South Carolina Upstate,south-carolina-upstate,W,toccoa-falls
south-carolina-upstate,"Wed, Dec 2, 2015",@,Clemson,South Carolina Upstate,south-carolina-upstate,L,clemson
south-carolina-upstate,"Fri, Dec 4, 2015",@,East Carolina,South Carolina Upstate,south-carolina-upstate,L,east-carolina
south-carolina-upstate,"Fri, Dec 11, 2015",,North Greenville,South Carolina Upstate,south-carolina-upstate,W,north-greenville
south-carolina-upstate,"Mon, Dec 14, 2015",@,Navy,South Carolina Upstate,south-carolina-upstate,W,navy
south-carolina-upstate,"Wed, Dec 16, 2015",@,Alabama-Birmingham,South Carolina Upstate,south-carolina-upstate,L,alabama-birmingham
south-carolina-upstate,"Mon, Dec 21, 2015",@,Colorado State,South Carolina Upstate,south-carolina-upstate,L,colorado-state
south-carolina-upstate,"Wed, Dec 30, 2015",,Lees-McRae,South Carolina Upstate,south-carolina-upstate,W,lees-mcrae
south-carolina-upstate,"Sat, Jan 2, 2016",,Missouri-Kansas City,South Carolina Upstate,south-carolina-upstate,W,missouri-kansas-city
south-carolina-upstate,"Tue, Jan 5, 2016",,North Carolina A&T,South Carolina Upstate,south-carolina-upstate,W,north-carolina-at
south-carolina-upstate,"Sat, Jan 9, 2016",@,NJIT,South Carolina Upstate,south-carolina-upstate,W,njit
south-carolina-upstate,"Thu, Jan 14, 2016",@,Stetson,South Carolina Upstate,south-carolina-upstate,L,stetson
south-carolina-upstate,"Sat, Jan 16, 2016",@,Florida Gulf Coast,South Carolina Upstate,south-carolina-upstate,L,florida-gulf-coast
south-carolina-upstate,"Thu, Jan 21, 2016",,North Florida,South Carolina Upstate,south-carolina-upstate,L,north-florida
south-carolina-upstate,"Sat, Jan 23, 2016",,Jacksonville,South Carolina Upstate,south-carolina-upstate,L,jacksonville
south-carolina-upstate,"Wed, Jan 27, 2016",,Kennesaw State,South Carolina Upstate,south-carolina-upstate,L,kennesaw-state
south-carolina-upstate,"Sat, Jan 30, 2016",@,Lipscomb,South Carolina Upstate,south-carolina-upstate,W,lipscomb
south-carolina-upstate,"Mon, Feb 1, 2016",@,Kennesaw State,South Carolina Upstate,south-carolina-upstate,L,kennesaw-state
south-carolina-upstate,"Sat, Feb 6, 2016",,Lipscomb,South Carolina Upstate,south-carolina-upstate,L,lipscomb
south-carolina-upstate,"Thu, Feb 11, 2016",,Florida Gulf Coast,South Carolina Upstate,south-carolina-upstate,L,florida-gulf-coast
south-carolina-upstate,"Sat, Feb 13, 2016",,Stetson,South Carolina Upstate,south-carolina-upstate,W,stetson
south-carolina-upstate,"Thu, Feb 18, 2016",@,Jacksonville,South Carolina Upstate,south-carolina-upstate,L,jacksonville
south-carolina-upstate,"Sat, Feb 20, 2016",@,North Florida,South Carolina Upstate,south-carolina-upstate,L,north-florida
south-carolina-upstate,"Thu, Feb 25, 2016",,NJIT,South Carolina Upstate,south-carolina-upstate,W,njit
south-carolina-upstate,"Tue, Mar 1, 2016",@,North Florida,South Carolina Upstate,south-carolina-upstate,L,north-florida
south-carolina,"Sat, Nov 14, 2015",,Norfolk State,South Carolina,south-carolina,W,norfolk-state
south-carolina,"Mon, Nov 16, 2015",,Oral Roberts,South Carolina,south-carolina,W,oral-roberts
south-carolina,"Fri, Nov 27, 2015",,Lipscomb,South Carolina,south-carolina,W,lipscomb
south-carolina,"Mon, Nov 30, 2015",,Western Carolina,South Carolina,south-carolina,W,western-carolina
south-carolina,"Sat, Dec 5, 2015",,South Florida,South Carolina,south-carolina,W,south-florida
south-carolina,"Tue, Dec 15, 2015",,Drexel,South Carolina,south-carolina,W,drexel
south-carolina,"Fri, Dec 18, 2015",@,Clemson,South Carolina,south-carolina,W,clemson
south-carolina,"Wed, Dec 30, 2015",,Francis Marion,South Carolina,south-carolina,W,francis-marion
south-carolina,"Sat, Jan 2, 2016",,Memphis,South Carolina,south-carolina,W,memphis
south-carolina,"Tue, Jan 5, 2016",@,Auburn,South Carolina,south-carolina,W,auburn
south-carolina,"Sat, Jan 9, 2016",,Vanderbilt,South Carolina,south-carolina,W,vanderbilt
south-carolina,"Wed, Jan 13, 2016",@,Alabama,South Carolina,south-carolina,L,alabama
south-carolina,"Sat, Jan 16, 2016",,Missouri,South Carolina,south-carolina,W,missouri
south-carolina,"Tue, Jan 19, 2016",@,Mississippi,South Carolina,south-carolina,W,mississippi
south-carolina,"Sat, Jan 23, 2016",@,Tennessee,South Carolina,south-carolina,L,tennessee
south-carolina,"Tue, Jan 26, 2016",,Mississippi State,South Carolina,south-carolina,W,mississippi-state
south-carolina,"Sat, Jan 30, 2016",,Alabama,South Carolina,south-carolina,W,alabama
south-carolina,"Tue, Feb 2, 2016",@,Georgia,South Carolina,south-carolina,L,georgia
south-carolina,"Sat, Feb 6, 2016",@,Texas A&M (8),South Carolina,south-carolina,W,texas-am
south-carolina,"Wed, Feb 10, 2016",,Louisiana State,South Carolina,south-carolina,W,louisiana-state
south-carolina,"Sat, Feb 13, 2016",,Kentucky (22),South Carolina,south-carolina,L,kentucky
south-carolina,"Tue, Feb 16, 2016",@,Missouri,South Carolina,south-carolina,L,missouri
south-carolina,"Sat, Feb 20, 2016",,Florida,South Carolina,south-carolina,W,florida
south-carolina,"Wed, Feb 24, 2016",,Tennessee,South Carolina,south-carolina,W,tennessee
south-carolina,"Sat, Feb 27, 2016",@,Mississippi State,South Carolina,south-carolina,L,mississippi-state
south-carolina,"Thu, Mar 3, 2016",,Georgia,South Carolina,south-carolina,L,georgia
south-carolina,"Sat, Mar 5, 2016",@,Arkansas,South Carolina,south-carolina,W,arkansas
south-dakota-state,"Fri, Nov 13, 2015",,Chadron State,South Dakota State,south-dakota-state,W,chadron-state
south-dakota-state,"Mon, Nov 16, 2015",,Weber State,South Dakota State,south-dakota-state,W,weber-state
south-dakota-state,"Thu, Nov 19, 2015",@,Illinois State,South Dakota State,south-dakota-state,W,illinois-state
south-dakota-state,"Sat, Nov 21, 2015",@,Texas Christian,South Dakota State,south-dakota-state,W,texas-christian
south-dakota-state,"Sat, Nov 28, 2015",@,Missouri-Kansas City,South Dakota State,south-dakota-state,L,missouri-kansas-city
south-dakota-state,"Wed, Dec 2, 2015",,Wayne State (NE),South Dakota State,south-dakota-state,W,wayne-state-ne
south-dakota-state,"Tue, Dec 8, 2015",@,Minnesota,South Dakota State,south-dakota-state,W,minnesota
south-dakota-state,"Sun, Dec 13, 2015",,UC-Santa Barbara,South Dakota State,south-dakota-state,W,california-santa-barbara
south-dakota-state,"Wed, Dec 16, 2015",@,Texas Tech,South Dakota State,south-dakota-state,L,texas-tech
south-dakota-state,"Sat, Dec 19, 2015",@,Florida Gulf Coast,South Dakota State,south-dakota-state,W,florida-gulf-coast
south-dakota-state,"Tue, Dec 22, 2015",@,Weber State,South Dakota State,south-dakota-state,L,weber-state
south-dakota-state,"Sun, Dec 27, 2015",,Middle Tennessee,South Dakota State,south-dakota-state,W,middle-tennessee
south-dakota-state,"Fri, Jan 1, 2016",,Denver,South Dakota State,south-dakota-state,W,denver
south-dakota-state,"Sun, Jan 3, 2016",,Western Illinois,South Dakota State,south-dakota-state,W,western-illinois
south-dakota-state,"Thu, Jan 7, 2016",@,IUPUI,South Dakota State,south-dakota-state,L,iupui
south-dakota-state,"Thu, Jan 14, 2016",,IPFW,South Dakota State,south-dakota-state,W,ipfw
south-dakota-state,"Sat, Jan 16, 2016",@,North Dakota State,South Dakota State,south-dakota-state,L,north-dakota-state
south-dakota-state,"Thu, Jan 21, 2016",@,Oral Roberts,South Dakota State,south-dakota-state,W,oral-roberts
south-dakota-state,"Sat, Jan 23, 2016",@,South Dakota,South Dakota State,south-dakota-state,W,south-dakota
south-dakota-state,"Thu, Jan 28, 2016",,Nebraska-Omaha,South Dakota State,south-dakota-state,W,nebraska-omaha
south-dakota-state,"Sat, Jan 30, 2016",@,Denver,South Dakota State,south-dakota-state,W,denver
south-dakota-state,"Sat, Feb 6, 2016",,IUPUI,South Dakota State,south-dakota-state,W,iupui
south-dakota-state,"Wed, Feb 10, 2016",@,Nebraska-Omaha,South Dakota State,south-dakota-state,L,nebraska-omaha
south-dakota-state,"Sat, Feb 13, 2016",,South Dakota,South Dakota State,south-dakota-state,W,south-dakota
south-dakota-state,"Thu, Feb 18, 2016",@,IPFW,South Dakota State,south-dakota-state,L,ipfw
south-dakota-state,"Sat, Feb 20, 2016",@,Western Illinois,South Dakota State,south-dakota-state,W,western-illinois
south-dakota-state,"Thu, Feb 25, 2016",,North Dakota State,South Dakota State,south-dakota-state,W,north-dakota-state
south-dakota-state,"Sat, Feb 27, 2016",,Oral Roberts,South Dakota State,south-dakota-state,W,oral-roberts
south-dakota,"Sat, Nov 14, 2015",@,Northern Illinois,South Dakota,south-dakota,L,northern-illinois
south-dakota,"Fri, Nov 20, 2015",@,Kansas State,South Dakota,south-dakota,L,kansas-state
south-dakota,"Tue, Nov 24, 2015",,South Dakota School of Mines,South Dakota,south-dakota,W,south-dakota-school-of-mines
south-dakota,"Sat, Nov 28, 2015",@,Sacramento State,South Dakota,south-dakota,W,sacramento-state
south-dakota,"Sat, Dec 5, 2015",@,Minnesota,South Dakota,south-dakota,W,minnesota
south-dakota,"Tue, Dec 8, 2015",,Missouri-Kansas City,South Dakota,south-dakota,W,missouri-kansas-city
south-dakota,"Sat, Dec 12, 2015",,Cal State Bakersfield,South Dakota,south-dakota,L,cal-state-bakersfield
south-dakota,"Thu, Dec 17, 2015",@,Milwaukee,South Dakota,south-dakota,W,milwaukee
south-dakota,"Sat, Dec 19, 2015",@,Illinois,South Dakota,south-dakota,L,illinois
south-dakota,"Tue, Dec 22, 2015",@,Nevada-Las Vegas,South Dakota,south-dakota,L,nevada-las-vegas
south-dakota,"Fri, Jan 1, 2016",,IUPUI,South Dakota,south-dakota,L,iupui
south-dakota,"Sun, Jan 3, 2016",@,Oral Roberts,South Dakota,south-dakota,W,oral-roberts
south-dakota,"Wed, Jan 6, 2016",@,IPFW,South Dakota,south-dakota,L,ipfw
south-dakota,"Sat, Jan 9, 2016",,Nebraska-Omaha,South Dakota,south-dakota,L,nebraska-omaha
south-dakota,"Wed, Jan 13, 2016",@,North Dakota State,South Dakota,south-dakota,L,north-dakota-state
south-dakota,"Wed, Jan 20, 2016",,Western Illinois,South Dakota,south-dakota,W,western-illinois
south-dakota,"Sat, Jan 23, 2016",,South Dakota State,South Dakota,south-dakota,L,south-dakota-state
south-dakota,"Thu, Jan 28, 2016",@,Denver,South Dakota,south-dakota,L,denver
south-dakota,"Sat, Jan 30, 2016",@,Nebraska-Omaha,South Dakota,south-dakota,L,nebraska-omaha
south-dakota,"Thu, Feb 4, 2016",,IPFW,South Dakota,south-dakota,L,ipfw
south-dakota,"Sat, Feb 6, 2016",,Oral Roberts,South Dakota,south-dakota,W,oral-roberts
south-dakota,"Thu, Feb 11, 2016",,North Dakota State,South Dakota,south-dakota,W,north-dakota-state
south-dakota,"Sat, Feb 13, 2016",@,South Dakota State,South Dakota,south-dakota,L,south-dakota-state
south-dakota,"Wed, Feb 17, 2016",,York (NE),South Dakota,south-dakota,W,york-ne
south-dakota,"Sun, Feb 21, 2016",,Denver,South Dakota,south-dakota,L,denver
south-dakota,"Thu, Feb 25, 2016",@,IUPUI,South Dakota,south-dakota,W,iupui
south-dakota,"Sat, Feb 27, 2016",@,Western Illinois,South Dakota,south-dakota,L,western-illinois
south-florida,"Fri, Nov 13, 2015",,Troy,South Florida,south-florida,L,troy
south-florida,"Mon, Nov 16, 2015",,NJIT,South Florida,south-florida,L,njit
south-florida,"Thu, Nov 19, 2015",,George Washington,South Florida,south-florida,L,george-washington
south-florida,"Sat, Nov 21, 2015",,Boston University,South Florida,south-florida,L,boston-university
south-florida,"Tue, Nov 24, 2015",,Albany (NY),South Florida,south-florida,W,albany-ny
south-florida,"Sun, Nov 29, 2015",,Savannah State,South Florida,south-florida,W,savannah-state
south-florida,"Thu, Dec 3, 2015",@,Delaware,South Florida,south-florida,L,delaware
south-florida,"Sat, Dec 5, 2015",@,South Carolina,South Florida,south-florida,L,south-carolina
south-florida,"Sun, Dec 13, 2015",,North Carolina State,South Florida,south-florida,L,north-carolina-state
south-florida,"Wed, Dec 16, 2015",,Jacksonville,South Florida,south-florida,W,jacksonville
south-florida,"Sat, Dec 19, 2015",,Alabama-Birmingham,South Florida,south-florida,L,alabama-birmingham
south-florida,"Tue, Dec 22, 2015",@,Seton Hall,South Florida,south-florida,L,seton-hall
south-florida,"Wed, Dec 30, 2015",,Houston,South Florida,south-florida,L,houston
south-florida,"Sat, Jan 2, 2016",@,Southern Methodist (17),South Florida,south-florida,L,southern-methodist
south-florida,"Wed, Jan 6, 2016",@,Central Florida,South Florida,south-florida,L,central-florida
south-florida,"Sun, Jan 10, 2016",,Cincinnati,South Florida,south-florida,L,cincinnati
south-florida,"Tue, Jan 12, 2016",,Tulane,South Florida,south-florida,L,tulane
south-florida,"Sat, Jan 16, 2016",@,Memphis,South Florida,south-florida,L,memphis
south-florida,"Wed, Jan 20, 2016",,Central Florida,South Florida,south-florida,L,central-florida
south-florida,"Sat, Jan 23, 2016",@,Houston,South Florida,south-florida,W,houston
south-florida,"Wed, Jan 27, 2016",@,Tulane,South Florida,south-florida,W,tulane
south-florida,"Sun, Jan 31, 2016",,Temple,South Florida,south-florida,L,temple
south-florida,"Thu, Feb 4, 2016",@,Cincinnati,South Florida,south-florida,L,cincinnati
south-florida,"Sun, Feb 7, 2016",,Southern Methodist (12),South Florida,south-florida,L,southern-methodist
south-florida,"Sun, Feb 14, 2016",@,Temple,South Florida,south-florida,L,temple
south-florida,"Tue, Feb 16, 2016",@,East Carolina,South Florida,south-florida,W,east-carolina
south-florida,"Sat, Feb 20, 2016",,Memphis,South Florida,south-florida,W,memphis
south-florida,"Thu, Feb 25, 2016",,Connecticut,South Florida,south-florida,L,connecticut
south-florida,"Wed, Mar 2, 2016",,East Carolina,South Florida,south-florida,L,east-carolina
south-florida,"Sat, Mar 5, 2016",@,Tulsa,South Florida,south-florida,L,tulsa
southeast-missouri-state,"Fri, Nov 13, 2015",@,Dayton,Southeast Missouri State,southeast-missouri-state,L,dayton
southeast-missouri-state,"Sun, Nov 15, 2015",@,Evansville,Southeast Missouri State,southeast-missouri-state,L,evansville
southeast-missouri-state,"Thu, Nov 19, 2015",@,Alabama A&M,Southeast Missouri State,southeast-missouri-state,L,alabama-am
southeast-missouri-state,"Tue, Nov 24, 2015",@,Texas-Rio Grande Valley,Southeast Missouri State,southeast-missouri-state,L,texas-pan-american
southeast-missouri-state,"Sat, Nov 28, 2015",,Loyola Marymount,Southeast Missouri State,southeast-missouri-state,L,loyola-marymount
southeast-missouri-state,"Wed, Dec 2, 2015",@,Southern Illinois,Southeast Missouri State,southeast-missouri-state,L,southern-illinois
southeast-missouri-state,"Sat, Dec 5, 2015",@,Memphis,Southeast Missouri State,southeast-missouri-state,L,memphis
southeast-missouri-state,"Tue, Dec 8, 2015",,Bowling Green State,Southeast Missouri State,southeast-missouri-state,L,bowling-green-state
southeast-missouri-state,"Sat, Dec 12, 2015",,Mississippi,Southeast Missouri State,southeast-missouri-state,L,mississippi
southeast-missouri-state,"Sat, Dec 19, 2015",@,Northern Kentucky,Southeast Missouri State,southeast-missouri-state,L,northern-kentucky
southeast-missouri-state,"Tue, Dec 22, 2015",@,Missouri State,Southeast Missouri State,southeast-missouri-state,W,missouri-state
southeast-missouri-state,"Sun, Dec 27, 2015",,Harris-Stowe,Southeast Missouri State,southeast-missouri-state,W,harris-stowe
southeast-missouri-state,"Thu, Dec 31, 2015",,Belmont,Southeast Missouri State,southeast-missouri-state,L,belmont
southeast-missouri-state,"Sat, Jan 2, 2016",,Tennessee State,Southeast Missouri State,southeast-missouri-state,L,tennessee-state
southeast-missouri-state,"Thu, Jan 7, 2016",@,Morehead State,Southeast Missouri State,southeast-missouri-state,L,morehead-state
southeast-missouri-state,"Sat, Jan 9, 2016",@,Eastern Kentucky,Southeast Missouri State,southeast-missouri-state,L,eastern-kentucky
southeast-missouri-state,"Wed, Jan 13, 2016",,Jacksonville State,Southeast Missouri State,southeast-missouri-state,L,jacksonville-state
southeast-missouri-state,"Sat, Jan 16, 2016",@,Tennessee Tech,Southeast Missouri State,southeast-missouri-state,L,tennessee-tech
southeast-missouri-state,"Tue, Jan 19, 2016",,Hannibal-LaGrange,Southeast Missouri State,southeast-missouri-state,W,hannibal-lagrange
southeast-missouri-state,"Sun, Jan 24, 2016",,Tennessee-Martin,Southeast Missouri State,southeast-missouri-state,W,tennessee-martin
southeast-missouri-state,"Thu, Jan 28, 2016",@,Southern Illinois-Edwardsville,Southeast Missouri State,southeast-missouri-state,W,southern-illinois-edwardsville
southeast-missouri-state,"Sat, Jan 30, 2016",,Austin Peay,Southeast Missouri State,southeast-missouri-state,L,austin-peay
southeast-missouri-state,"Thu, Feb 4, 2016",,Murray State,Southeast Missouri State,southeast-missouri-state,L,murray-state
southeast-missouri-state,"Sat, Feb 6, 2016",@,Eastern Illinois,Southeast Missouri State,southeast-missouri-state,L,eastern-illinois
southeast-missouri-state,"Thu, Feb 11, 2016",@,Tennessee-Martin,Southeast Missouri State,southeast-missouri-state,L,tennessee-martin
southeast-missouri-state,"Sat, Feb 13, 2016",@,Murray State,Southeast Missouri State,southeast-missouri-state,L,murray-state
southeast-missouri-state,"Thu, Feb 18, 2016",,Southern Illinois-Edwardsville,Southeast Missouri State,southeast-missouri-state,L,southern-illinois-edwardsville
southeast-missouri-state,"Sat, Feb 20, 2016",,Eastern Illinois,Southeast Missouri State,southeast-missouri-state,L,eastern-illinois
southeast-missouri-state,"Sat, Feb 27, 2016",@,Austin Peay,Southeast Missouri State,southeast-missouri-state,L,austin-peay
southeastern-louisiana,"Fri, Nov 13, 2015",@,Texas Christian,Southeastern Louisiana,southeastern-louisiana,L,texas-christian
southeastern-louisiana,"Mon, Nov 16, 2015",@,Texas A&M,Southeastern Louisiana,southeastern-louisiana,L,texas-am
southeastern-louisiana,"Wed, Nov 18, 2015",,Mississippi College,Southeastern Louisiana,southeastern-louisiana,W,mississippi-college
southeastern-louisiana,"Sun, Nov 22, 2015",@,Nebraska,Southeastern Louisiana,southeastern-louisiana,L,nebraska
southeastern-louisiana,"Tue, Nov 24, 2015",@,Cincinnati (24),Southeastern Louisiana,southeastern-louisiana,L,cincinnati
southeastern-louisiana,"Tue, Dec 1, 2015",,Loyola (LA),Southeastern Louisiana,southeastern-louisiana,W,loyola-la
southeastern-louisiana,"Fri, Dec 4, 2015",,Southern,Southeastern Louisiana,southeastern-louisiana,L,southern
